"Column1","Column3"
".211	اعطل ايشي تقعد عند حد بكنكن  😷	","NOT_HS"
".212	@USER يمكن كذابه لا تتعاطفون من مقطع كذذب انا شفت سنابها غسلت يدي 👎🏼👎🏼👎🏼	","OFF"
".213	@USER جماعة الوزير ترا هذي الكويت مو وزير😡� 😐� 😡� 😡� 	","NOT_HS"
".214	RT @USER ▫️ إزيها دلوقت !!<LF>▪️ ماتت 😰<LF>إسبوع وهي بتموت قدامى وأنا مش قادر أعملها حاجة 😞<LF>لكن ورحمة أمى من النهاردة أنا مش هقف ساكت 😡 htt…	","NOT_HS"
".215	RT @USER إلى مدمني القهوة🌚<LF>صحتييييين☺️<LF>#صباح_القهوة الطيبة😷 URL	","NOT_HS"
".216	الهندي قاعد يثبت للمعزّب إن الخروف 🐑صار صديقه حتى ما يذبحه 😂 <LF><LF>الله يستر   عاد بـ 10 /10  😉😉😂😂😂😂 URL	","NOT_HS"
".217	أخيييي..😍<LF>لمن...يغار💔<LF>يقلب..🌊<LF>هالدنيا...نار🔥<LF>يعاتب..😏<LF>بعد...بصرار😡<LF>ابوسه؟؟💋<LF>ولا طااااف..😎<LF>ولا شي صار..😂<LF>بووووح..💅	","NOT_HS"
".218	@USER شيء مخزي 😤😤	","NOT_HS"
".219	RT @USER عزيزتـي #آلحياة تمگيجـي بليز 💄💅<LF>قرف يقرفك ، #مشنعكك !! 🐸💔	","OFF"
".220	@USER انا مش هرد هناا لينا جامعه تلمناااا😂😂😂👊✋	","NOT_HS"
".221	#بايع_الكليجا شكل الشباب والبنات وهم يبررون فعل الفاسدات الي عند البايع والله مقرف ويجيب لك سالفة بنت ترامب على اساس انه فعل راضين عنه ماكنه طلع هاشتاق يمنعون اللحوج و الدشير بالتغزل الفاحش زي الفاحشات الي عند الرجال 👎🏻	","Social Class"
".222	اكتر ناس بتغلط وحياتها كلها غلط هم اكتر ناس علي لسانهم الكلمه دي 👊 URL	","NOT_HS"
".223	@USER والله صادقه ياروني بس الانفتاح بنظرهم والله يستر من اللي جاي 😣	","NOT_HS"
".224	RT @USER الطريقه التانية pay pal بس دي اضمن 👊👊من البين100 مرة شهر كامل مدفوع URL	","NOT_HS"
".225	@USER لا ابغير البضاعه دامها للرجال اببيع قنابل على الزوجات💣فعاله وتنهي الضحيه بلحظه ولا تعطيه فرصه يتنفس 😡😡😂	","OFF"
".226	@USER عزاه 😤	","NOT_HS"
".227	كل شي ضدي اليوم😤	","NOT_HS"
".228	اشغلتو المسلم الله يشغل العدو ماقدر يبيع بسبب البهائم الي لا كرامة والا حشمة 👎🏻 #بايع_الكليجا	","OFF"
".229	#صلاه_الجنازه_القادمه_انت <LF> الله يضيق صدوركم  كرهتونا بكل شيء 😡	","OFF"
".230	@USER على ماهوووو😷	","NOT_HS"
".231	يا جماعة لأ شوفوا لنا حل فى Alaa ده علاء لا آلاء .. علشان الإنسان بيحرج كتير بسبب الحوار ده ، اكتبوا اسمكم بالعربى يا جماعة 😷😂💔	","NOT_HS"
".232	#بايع_الكليجا<LF>¥<LF>خاص VIP<LF>للقوارير <LF>المعرض الجاي السم الهاري مجاناً👉🏻<LF>.<LF>لاحيا ولامستحى 😡<LF>يارب سلّم سلّم	","OFF"
".233	@USER وينك انتي من الصبح ندورك � 	","NOT_HS"
".234	@USER وصلنا 2018 و في ناس متخلفه لسا تقول طروش بحر 😷😷	","OFF"
".235	@USER يارب اربي كلب 🐶😍😍	","NOT_HS"
".236	حابه تويتر بشكككل😣	","NOT_HS"
".237	أستغفرك ياربي من الحال اللي وصولو له بعض بناتنا قليلات الحياء والأدب ،، ايش هذي الجرأه  و الوقاحه .. باقي شوي ويرمون أنفسهم في حضنه ... شدو على بناتكم ياعالم والمفروض هو يدبر أحد يبيع بداله وكفايه تميلح ✋🏻👎🏻 #بايع_الكليجا	","Social Class"
".238	@USER انصحك فيه مره 🙈 ، بخصوص دريكنقارد <LF>تعتبر هي السلسلة الاساسية ونير تعتبر الجانبية 🙉<LF>فيه روابط بسيطة باللعبتين هذي .	","NOT_HS"
".239	الجـو يخليك غصب تروقيين😤❤️❤️❤️❤️.	","NOT_HS"
".240	الي مو عاجبه لا يناظر😤 URL	","NOT_HS"
".241	للحقارة عنوان إسمه ليليان دَاوُدَ🖕👞 <LF>بعد ردي عليها وافحامها قامت بعمل بلوك ..<LF>ينعل ابو القرف😤	","OFF"
".242	RT @USER خيانه 👊🏻	","OFF"
".243	@USER عسى مازعلت ياتحريات كلب 🐶	","OFF"
".244	صاحين من زمان مخرج الفلس مو حاط عليهم 😩🔪	","NOT_HS"
".245	هانت اليوم آخر يوم دوام 🐒😎	","NOT_HS"
".246	لا لا لا اليوم أنا 🐏🐏🐏🐏🐏 برأسي أحتمال شغالتك في المستشفى لا سمح الله أن جتني 😂😂😂😂 URL	","NOT_HS"
".247	محد احسن من احد متجمعين عليه تقل غنم متجمعه على علف 🤢 URL	","OFF"
".248	@USER انت اكتب حكمه البارح مب حكمه اليوم !<LF>خصم يومين من راتبك 🙉	","NOT_HS"
".249	يا ظلّي .. يا رُوحيي😣	","NOT_HS"
".250	@USER مادري ليه ماانقرض مع اللي انقرضو😣	","OFF"
".251	@USER اي والله صدقتي .. تخسي 👎🏽	","NOT_HS"
".252	RT @USER #خلك_جريي_وقول_طولك_وزنك<LF>طولي:١٥٢<LF>وزني:٥� <LF>واللي يقول سنفوره 👊	","NOT_HS"
".253	مزالي فايقة بكير ولسا معي وقت لنضع <LF>الاي لاييييينر 🤣🤣🤣🤣🐸🙆‍♀️🏃‍♀️	","NOT_HS"
".254	#بايع_الكليجا<LF>وانا اللي مستغربة هالتجمهر بركن القصيم عند قسم المعمول والكليجا ،، استغربت شفاحة الاكل اثاريه شفاحة شي ثاني 😷	","NOT_HS"
".255	@USER تم 😣 😣 😣 😣 😣	","NOT_HS"
".256	لك انا الزلمة يحلفون بأسمي 🌚😡	","NOT_HS"
".257	@USER بعصب😡😡	","NOT_HS"
".258	@USER يووووووه تاني مارينا😂😂😂💔مش عاوزة مش عاوزة 👊😂	","NOT_HS"
".259	@USER هذا بنظرك زين ...😣	","NOT_HS"
".260	@USER ليتك تنطم يقال شوفوني يابنات انا احامي عنكم اسلوب غبي قسم 😷	","Social Class"
".261	هو ميسي حقق مجد لبلده وانا مكنتش اتفرجت ولا حاجه 😂 دا اولا ثانيا هو علشان رايي ضدك يبقا بتفرج ع كوره شراب معلش ابقي غطيها المره الجايه وانت نايم كويس علشان متبردش 🐸 وكسم ميسي لكسمك 😂😉 URL	","Ideaology"
".262	وزير النقل اليمني يفضح دور الإمارات في الإضرار باليمن وأهله، عن طريق منع مشاريع التنمية ودعم الجماعات والميليشيات الإرهابية، فضحنا الله لا يعافيه 😡 URL	","Race"
".263	لما اشوف خويي ينضرب 😡🤛🏻 URL	","NOT_HS"
".264	@USER مع الاسف تفائلت فيكم لكثرة اعلاناتكم لكن الاعلانات شيء والواقع  شيء اخر<LF>مكتوب ان التذكرة مستردة ويوم جيت الغي الحجز الموظف يقولي لايمكن الغاء الذهاب دون الغاء العودة علما بان موعد الرحلة بعد يومين<LF>ورسوم الالغاء لكامل الرحلة 186 يعني تقريبا 21% من قيمة الحجز 👎👎	","NOT_HS"
".265	@USER مهيا شوال سكر الله يخزيهم يا الله 😷	","OFF"
".266	@USER من زين الجالكسي 🤮	","NOT_HS"
".267	@USER لو في شى مخي<LF>مستشفى شهر<LF>قريب من عندنا😣	","NOT_HS"
".268	المحاضرات كل يوم  لمدة ال 5 ايام بتبقي  الساعة  8 ونص � � 😡 <LF>اشوفك فيكوا يوم ياللي حاطيين الجدول -_-	","OFF"
".269	@USER اتكلمي معايا بتقاها اكتر من كدا لو سمحتي. 😒👊	","NOT_HS"
".270	ويش ذا الحلم الكوميدي الاكشن الدراما السيره ذاتيه 🤢	","NOT_HS"
".271	@USER قصيمي ومكرش👎👎	","NOT_HS"
".272	آنيوو بنات أنا عضوة جديدة ممكن دعم 😊✌️ + راح أردها 🙉🙈	","NOT_HS"
".273	اول ميد DONE ✅ <LF>اللي بعدوو 😤💪🏻 URL	","NOT_HS"
".274	@USER ..رزقهم يجي معاهم.. 😤	","NOT_HS"
".275	RT @USER #بعزيمه_الرجال_الدوري_للهلال 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂شف خصم الهلال ووسع صدرك 🐸😷<LF>بإذن الله نحتفل بالدوري رقم 15 وفِي مباراة ال…	","NOT_HS"
".276	عاد من زينه 😷 URL	","NOT_HS"
".277	@USER مكان الطقه صار ازرق ينعالل� 	","OFF"
".278	@USER دائما مواضيعهم تافهة مثلهم 😷	","OFF"
".279	RT @USER وسع وسع وسع لبزاز البقره الحلوب سماح اجمل بقره علي تويتر😜 الكل يعمل ريتويت للبقره عشان اخلي المعرص حسام جوزي🦌🐂 يصورني أكتر…	","OFF"
".280	@USER حتى العطور � 	","NOT_HS"
".281	@USER أتوقعك رأسك بينفجر من الحقد😂😂🐸🐸	","NOT_HS"
".282	@USER شلون الله يرحمها وانت تقول انها هندوسية مب مسلمة .... صحيح انك 🐏🐑	","Religion"
".283	@USER وين الرجاجيل قبيلتي. ما نشوفهم 👎🏻👎🏻	","NOT_HS"
".284	بشره للبنات راح تكونو مع أبو جهل و قوم لوط الله يمحيكم يامخفة🔪🔪<LF>#بايع_الكليجا URL	","Social Class"
".285	@USER اقراء كلامه حرف حرف🔪🌚	","NOT_HS"
".286	@USER حسبي الله ونعم الوكيل شكلهم ناويين يطيرون سييرا 👎 .	","OFF"
".287	@USER اهنيك صباحي صاير ممسوح بتراب بعد ماشفت المقطع حق التجمهر😷	","NOT_HS"
".288	شكل انا الوحيده الي ما احب المأكولات البحريه ولا اللحم 😷😷😷😷	","NOT_HS"
".289	@USER ☹️😤😤هين ي ام شعفه	","OFF"
".290	@USER الكارثه وجود الغيامه في الاعلام👎🏻	","NOT_HS"
".291	@USER هالنوعيه انت تقتنع فيها بس غيرك اوعى من كذا😷😷	","NOT_HS"
".292	@USER وربي غباء خير🙂🔪	","OFF"
".293	#بايع_الكليجا الحمدلله الذي عافانا اجتمع قلة الدين مع قلة الأدب وقلة الحيا يعععععع الله يفشلكم 😷	","OFF"
".294	@USER اشوى 👊😂	","NOT_HS"
".295	عز قول لرايد ينتبه للخصم ويحضر الفقرات لايختفي 😡 #حياتك23	","NOT_HS"
".296	@USER مالك دخل فيه يصور الي يبي يععع👊😡	","NOT_HS"
".297	@USER لا مش هقول 😂🙉	","NOT_HS"
".298	#بايع_الكليجا<LF>اقووووووووووول ترا غثيتونا 😡😡😡😡😡 اعوذ بالله من بعض الفضاوه في هالناس خلاص قروشه قسم بالله	","NOT_HS"
".299	@USER وي وي وي 🙈  لا مررره مو لهدرجه 🤤 فشلتوووونا حسبكم الله يامشافيح 👊	","OFF"
".300	لا يمدحك غيري ترااااك أنتِ لي أناااا� 	","NOT_HS"
".301	لآن المسجد بأسم لي خلفك ياتيس 😡 خطيب جمعه يطرد اليمنين والمصلين غير السعوديين من المسجد ويقول ان المسجد مخصص لابناء القبائل من السعوديين رفيعي النسب فهل يوجد رجل بينهم رشيد URL	","Race"
".302	ياساترررررر <LF>صدمة الموسم والقرن<LF>رينز يفوز على سترومان ويروح المينيا 😷	","NOT_HS"
".303	@USER طبعا بعد ماشفت اليوتيوب<LF>انقهرت على شخصية سامي بالفيلم مسوينه ولد مهزوز وهو بالحقيقه رجل والرجال قليل <LF><LF>#سرب_الحمام  👎🏼	","NOT_HS"
".304	@USER يا زينك ساكت 👊🏻	","NOT_HS"
".305	امتحانها شرات ويها 🤮	","NOT_HS"
".306	@USER لااااااا كذا كثيييير😭😒👊🏼	","NOT_HS"
".307	#بايع_الكليجا<LF>اقسم بالله البنات هالأيام مصاختهم زايده وذرة حيا ماعندهم انا اتبرأ من هالفئة 😷.	","Social Class"
".308	RT @USER أوفر اللي قاعد يصير😒😡<LF><LF>#حياتك16	","NOT_HS"
".309	RT @USER - انتباه يا مجنده 😡😡<LF>= لا مش انتباه انا مخصماك 😂😂 URL	","NOT_HS"
".310	هاااي🐕🐕🐕🐕	","OFF"
".311	@USER شوفي يعني انا عند الترخيص و عم اتخيل شكلك عند الخمارة تحت هاي الشتا🐸 متأكدة عند الخمارة	","NOT_HS"
".312	RT @USER #مش_هنشتري_المنتج_التركي<LF>الريس قام بالواجب<LF>ورزع 🐒 جون فى الصميم<LF>والدور علينا<LF>نكمل بالمقاطعة<LF>المنتج المصرى اهم واولى👍 URL	","NOT_HS"
".313	@USER اذا القوا القبض عليك يا مجرم ما راح تشاهد نقل السفارة الى ارض وعاصمة فلسطين المغتصبة 👎😩 URL	","OFF"
".314	@USER طب و الله زاكي مفيش ثقة خالص ايه ده  😭😂👊	","NOT_HS"
".315	@USER الحمدلله اكيد تغارين من اللغة عندي احم احم  اتحداك بعد <LF>وت از يور نيم ؟ جاوبي بالانجليزي مثلي يالله 😡	","NOT_HS"
".316	@USER ومن سمح لك تكتبه ؟😤	","NOT_HS"
".317	مدري كيف بتفائل بيوم الاثنين وبدايته د. حنان💔🔪	","NOT_HS"
".318	@USER لاتبرر للبنات بغض النظر عن الي يعملونه الرجال ، الي سووه البنات قله ادب وتريبة وشفاحة 😷	","Social Class"
